,Token_ID,Token_Name,In_Doc_Corpus
11400,11400,okay therese,3
13187,13187,project mm,3
11404,11404,okay time,3
11413,11413,okay want,3
13201,13201,project right,3
11416,11416,okay wonderful,3
11417,11417,okay work,3
11428,11428,onboard,3
11431,11431,oncologist,3
13170,13170,project forward,3
11467,11467,open trial,3
11469,11469,operate,3
13143,13143,program yeah,3
13137,13137,program want,3
13198,13198,project research,3
13207,13207,project start,3
13279,13279,public,3
11294,11294,office research,3
11221,11221,nutshell,3
11227,11227,observe,3
11232,11232,obvious,3
11259,11259,offer clinical,3
13244,13244,propose,3
11271,11271,offer kind,3
11275,11275,offer nucat,3
11276,11276,offer number,3
11287,11287,offering,3
11308,11308,okay actually,3
11352,11352,okay little,3
11315,11315,okay alright thank,3
11319,11319,okay come,3
11322,11322,okay don know,3
11328,11328,okay glad,3
13215,13215,project ve,3
11336,11336,okay great thank,3
11338,11338,okay hear,3
11343,11343,okay interesting,3
13209,13209,project tell,3
9282,9282,look service,3
9279,9279,look right,3
9277,9277,look resource,3
15919,15919,staff work,3
6624,6624,idea right,3
16046,16046,starting,3
6637,6637,idea work,3
16044,16044,start yeah,3
16043,16043,start work,3
16040,16040,start want,3
16039,16039,start ve,3
16034,16034,start talk,3
16018,16018,start process,3
6679,6679,implementation,3
16013,16013,start people,3
6691,6691,important just,3
16007,16007,start meet,3
6710,6710,important think,3
15969,15969,start career,3
6766,6766,include research,3
15953,15953,standardize,3
6773,6773,income,3
15949,15949,standard care,3
15944,15944,stand northwestern university,3
15943,15943,stand northwestern,3
6611,6611,idea just,3
6592,6592,hybrid,3
6589,6589,husband,3
6495,6495,hospital work,3
6457,6457,hospital mm,3
6458,6458,hospital mm hmm,3
6462,6462,hospital northwestern,3
16140,16140,straight,3
6467,6467,hospital patient,3
6474,6474,hospital research,3
6476,6476,hospital right,3
6480,6480,hospital small,3
6491,6491,hospital ve,3
6496,6496,hospital yeah,3
6582,6582,human subject research,3
6504,6504,hospitalists,3
6506,6506,hospitalize,3
6509,6509,host,3
16127,16127,stephanie,3
16123,16123,step think,3
6527,6527,hour week,3
16115,16115,step need,3
6542,6542,hsc faculty,3
6581,6581,human subject,3
15934,15934,stakeholder,3
15914,15914,staff support,3
7488,7488,just add,3
6833,6833,infection,3
7181,7181,intimidate,3
7192,7192,invention,3
7197,7197,investigate,3
7216,7216,investigator initiate,3
7217,7217,investigator initiate trial,3
7232,7232,investigator want,3
7234,7234,invitation,3
7242,7242,involve community,3
7254,7254,involve yeah,3
7256,7256,involved research,3
15654,15654,sole,3
7271,7271,irb approve,3
7281,7281,irb irb,3
7295,7295,irb stuff,3
7347,7347,issue think,3
15578,15578,sky,3
15574,15574,skill set,3
15556,15556,site site,3
7415,7415,job don,3
7426,7426,joe schneider,3
15505,15505,single slide,3
7159,7159,interview okay,3
7155,7155,interview know,3
7149,7149,interview guide,3
7034,7034,interested hear,3
6839,6839,inform,3
15899,15899,st,3
6884,6884,initiate trial,3
15865,15865,spend year,3
6921,6921,insight,3
6963,6963,instrumental,3
15812,15812,speak spanish,3
6993,6993,intend,3
15802,15802,speak know,3
7039,7039,interested interested,3
7124,7124,interesting think,3
7042,7042,interested just,3
7049,7049,interested looking,3
7053,7053,interested okay,3
15767,15767,sound perfect,3
7085,7085,interested work,3
15757,15757,sound hear,3
7094,7094,interesting hear,3
7107,7107,interesting kind,3
7113,7113,interesting okay,3
6451,6451,hospital lurie,3
6450,6450,hospital know people,3
16149,16149,strength,3
6426,6426,hospital connect,3
16539,16539,sure right,3
5743,5743,group interested,3
5748,5748,group maybe,3
5753,5753,group research,3
5756,5756,group think,3
16516,16516,sure help,3
5810,5810,hadn,3
5831,5831,hand hold,3
5837,5837,handful,3
5864,5864,happen people,3
16464,16464,support people,3
5869,5869,happen right,3
5886,5886,happy help,3
16444,16444,support activity,3
5906,5906,hard say,3
5908,5908,hard think,3
16438,16438,supply,3
5918,5918,haven able,3
16421,16421,suggestion,3
5940,5940,head hospital,3
5946,5946,head pediatric,3
16540,16540,sure say,3
16547,16547,sure therese,3
5717,5717,greenberg,3
5595,5595,grant nucats,3
5490,5490,goal just,3
16652,16652,talk absolutely,3
16639,16639,tackle,3
16634,16634,synergistic,3
5556,5556,grab,3
5572,5572,grant big,3
5576,5576,grant don,3
5578,5578,grant fund,3
5586,5586,grant just,3
5606,5606,grant receive,3
5714,5714,great yeah,3
5609,5609,grant right,3
5618,5618,grant support,3
5627,5627,grant ve,3
5636,5636,grants,3
5650,5650,great alright,3
5658,5658,great example,3
5661,5661,great hear,3
16575,16575,surgical oncologist,3
5709,5709,great ve,3
5955,5955,head think,3
5960,5960,headway,3
5971,5971,health clinician don,3
16226,16226,study come,3
16290,16290,stuff just,3
6190,6190,helpful need,3
6201,6201,helpful understand,3
6206,6206,herzog,3
6214,6214,hey want,3
16276,16276,study time,3
16263,16263,study patient,3
6265,6265,hispanic population,3
6266,6266,hispanics,3
6305,6305,hmm little,3
6170,6170,helpful appreciate,3
16218,16218,study actually,3
6345,6345,hmm right,3
6346,6346,hmm sort,3
6360,6360,hmm want,3
6365,6365,hmm yes,3
16175,16175,strongly,3
6419,6419,hospital base,3
6420,6420,hospital base medicine,3
6425,6425,hospital community,3
6179,6179,helpful helpful,3
6165,6165,help write,3
5973,5973,health clinician just,3
6065,6065,hear yeah,3
5974,5974,health clinician know,3
16400,16400,successful think,3
6017,6017,hear don,3
16372,16372,succeed,3
16368,16368,suburban location northwestern,3
6038,6038,hear people downtown,3
6042,6042,hear pretty,3
6044,6044,hear redcap,3
6063,6063,hear want,3
6083,6083,hello,3
6154,6154,help support,3
6094,6094,help clinical research,3
6099,6099,help facilitate,3
6101,6101,help figure,3
6110,6110,help help,3
16329,16329,subject research,3
16325,16325,sub specialty,3
16316,16316,stuff want,3
16315,16315,stuff ve,3
6146,6146,help research,3
15503,15503,single person,3
7501,7501,just base,3
9271,9271,look people,3
8804,8804,laughing,3
8553,8553,know sit,3
14884,14884,say don want,3
8573,8573,know study,3
14869,14869,say clinical,3
14867,14867,say big,3
8594,8594,know team,3
14864,14864,say ask,3
8606,8606,know think think,3
8640,8640,know ve hear,3
14823,14823,sad,3
14818,14818,ryan ability lab,3
14817,14817,ryan ability,3
8710,8710,lake forest hospital,3
14792,14792,running arm,3
14774,14774,run lab,3
8741,8741,large hispanic,3
8742,8742,large hispanic population,3
14759,14759,rule,3
8769,8769,later bye,3
8770,8770,later bye bye,3
14749,14749,rotation,3
8546,8546,know service,3
14917,14917,say kind,3
8507,8507,know real,3
8377,8377,know let,3
15038,15038,scene,3
8313,8313,know imagine,3
15029,15029,scarce,3
15018,15018,saying,3
15012,15012,say work,3
8346,8346,know just kind,3
8352,8352,know just want,3
8370,8370,know large,3
8374,8374,know learn,3
14990,14990,say sure,3
8496,8496,know program,3
14982,14982,say say,3
14979,14979,say run,3
8416,8416,know megan,3
14953,14953,say nucat familiar,3
8455,8455,know offer,3
8457,8457,know okay,3
8465,8465,know pediatric,3
8472,8472,know people just,3
14929,14929,say look,3
8798,8798,laugh therese,3
8809,8809,lavonia,3
7502,7502,just basically,3
14715,14715,role research,3
9068,9068,little bit nucat,3
14596,14596,right research,3
9089,9089,little easy,3
14581,14581,right partnership,3
9113,9113,little tiny,3
14571,14571,right nee,3
14570,14570,right moment,3
14554,14554,right love,3
14538,14538,right kind,3
14523,14523,right helpful,3
14518,14518,right happen,3
14503,14503,right early,3
14501,14501,right downtown,3
9213,9213,long time ago,3
14497,14497,right difficult,3
14496,14496,right course,3
14492,14492,right clinical,3
14491,14491,right cdh,3
14486,14486,right ask,3
14474,14474,rich yeah,3
9266,9266,look opportunity,3
9064,9064,little bit know,3
9063,9063,little bit kind,3
9062,9062,little bit just,3
8932,8932,let let talk,3
14701,14701,role father,3
8884,8884,lecture,3
8891,8891,lend,3
14679,14679,rob,3
8908,8908,let ask question,3
8911,8911,let come,3
8919,8919,let just ahead,3
8920,8920,let just ask,3
14670,14670,rmg,3
8938,8938,let okay,3
14630,14630,right thought,3
8944,8944,let start,3
8948,8948,let tell,3
14668,14668,risk,3
8956,8956,letter,3
14650,14650,right word,3
8985,8985,liaison,3
8999,8999,lie,3
9013,9013,likewise,3
14631,14631,right time,3
8303,8303,know helpful,3
8298,8298,know health,3
8293,8293,know hard,3
8285,8285,know good,3
15387,15387,share screen just,3
7739,7739,just simple,3
7754,7754,just stuff,3
7757,7757,just suddenly,3
7759,7759,just support,3
7766,7766,just therese,3
7769,7769,just think talk,3
7786,7786,just useful,3
15345,15345,setup,3
15338,15338,set time,3
15329,15329,set service,3
15309,15309,set meeting,3
7855,7855,keith herzog,3
15302,15302,set kind,3
7867,7867,keith keith,3
15287,15287,services,3
7884,7884,keith megan,3
15282,15282,service useful,3
15260,15260,service let,3
7916,7916,keith think,3
7931,7931,keith yeah,3
7701,7701,just recently,3
7693,7693,just priori,3
7674,7674,just open,3
7602,7602,just interesting,3
7537,7537,just difficult,3
7547,7547,just don think,3
7548,7548,just don want,3
7556,7556,just exactly,3
15454,15454,silver cross,3
15449,15449,significantly,3
7581,7581,just head,3
7587,7587,just help understand,3
7588,7588,just helpful,3
7604,7604,just jump,3
7672,7672,just okay,3
15434,15434,sic,3
15428,15428,shut,3
15425,15425,shouldn say,3
7628,7628,just let know,3
15423,15423,shot,3
7639,7639,just look slide,3
7646,7646,just matter,3
7651,7651,just mentor,3
15412,15412,shirley ryan ability,3
15243,15243,service actually,3
17997,17997,track know,3
15226,15226,separately,3
15077,15077,science clinical investigation,3
15114,15114,screen let,3
8177,8177,know ask,3
8180,8180,know aware,3
8182,8182,know begin,3
8183,8183,know big,3
15094,15094,scientific,3
8191,8191,know cdh,3
15083,15083,science just,3
8229,8229,know definitely,3
8236,8236,know don think,3
8151,8151,kishwaukee,3
15076,15076,science clinical,3
8239,8239,know downtown,3
8248,8248,know end,3
15066,15066,school medicine,3
15065,15065,school know,3
15058,15058,scholarship,3
15055,15055,scholarly,3
15053,15053,scholar,3
8269,8269,know faculty,3
15117,15117,screen right,3
15119,15119,screen think,3
7969,7969,kind bring,3
15175,15175,senior,3
15214,15214,sense want,3
15211,15211,sense think,3
7987,7987,kind don,3
15198,15198,sense people,3
15196,15196,sense nucat,3
8014,8014,kind hand,3
8033,8033,kind kind,3
15180,15180,sense actually,3
8046,8046,kind look,3
8058,8058,kind need,3
15123,15123,se,3
15163,15163,self,3
8112,8112,kind think,3
8115,8115,kind thinking,3
8124,8124,kind unique,3
8126,8126,kind ve,3
8127,8127,kind view,3
8129,8129,kind vision,3
15128,15128,search,3
8136,8136,kind way,3
7957,7957,kind activity,3
16251,16251,study know,3
574,574,alright hear,3
18594,18594,ve patient,3
965,965,assistant professor,3
19444,19444,work look,3
1932,1932,centralize,3
2394,2394,come right,3
18099,18099,trial know,3
240,240,activity research,3
18679,18679,vice,3
18852,18852,want feel,3
19562,19562,working group,3
19725,19725,yeah know just,3
506,506,agreement,3
18174,18174,try expand,3
1296,1296,big question,3
18163,18163,try build,3
19230,19230,western suburb,3
1694,1694,care just,3
1292,1292,big problem,3
229,229,actively,3
19137,19137,ways,3
18094,18094,trial just,3
3035,3035,credit,3
2877,2877,correct okay,3
19136,19136,way yes,3
18357,18357,university irb,3
1466,1466,breathe,3
2634,2634,connect people,3
18353,18353,university health,3
19732,19732,yeah little,3
2526,2526,community site,3
19870,19870,year know,3
1895,1895,center translational,3
273,273,actually expand,3
1896,1896,center translational innovation,3
1897,1897,center trial,3
18468,18468,varied,3
1708,1708,care research,3
1319,1319,biostat,3
947,947,assessment phase,3
2870,2870,corporate,3
2616,2616,confident,3
19550,19550,worked,3
1910,1910,central campus,3
955,955,asset,3
2784,2784,conversation know,3
19868,19868,year just,3
19739,19739,yeah megan,3
19557,19557,workflow,3
18862,18862,want help,3
1455,1455,brainstorm,3
958,958,assign,3
2781,2781,conversation just,3
1307,1307,big way,3
1458,1458,brand new,3
2619,2619,confirm,3
960,960,assist,3
3202,3202,decent,3
219,219,act,3
19431,19431,work irb,3
19706,19706,yeah interested,3
19905,19905,yes actually,3
1674,1674,capture program,3
19248,19248,white,3
18368,18368,university research,3
18446,18446,valuable people,3
1017,1017,audio glitch think,3
3020,3020,create partnership,3
2514,2514,community people,3
19577,19577,world say,3
18077,18077,tremendously,3
3224,3224,deficit,3
182,182,accessible,3
1482,1482,bring idea,3
2238,2238,clinician people,3
19910,19910,yes come,3
2415,2415,come time,3
1487,1487,bring know,3
19409,19409,work fellow,3
19260,19260,widely,3
1250,1250,benefit nucat,3
1982,1982,challenge think,3
175,175,access resource,3
19912,19912,yes exactly,3
2419,2419,come ve,3
168,168,access patient,3
19899,19899,year work,3
18367,18367,university people health,3
1682,1682,cardiology,3
2409,2409,come talk,3
18088,18088,trial don,3
18590,18590,ve nucat,3
19427,19427,work hour,3
2519,2519,community provider,3
19132,19132,way way,3
19715,19715,yeah just want,3
1282,1282,big issue,3
3211,3211,decision make,3
19569,19569,works,3
18687,18687,video,3
2764,2764,convalescent plasma,3
1784,1784,cdh big,3
1278,1278,big hurdle,3
521,521,ah yes,3
1966,1966,chain,3
1474,1474,brief,3
524,524,ahead keith,3
2762,2762,convalescent,3
3025,3025,creative,3
19422,19422,work help,3
19894,19894,year think,3
3216,3216,dedicate,3
19420,19420,work hard,3
18366,18366,university people,3
1478,1478,bring conversation,3
18990,18990,want wildly,3
3060,3060,culture,3
167,167,access nucat,3
1824,1824,cdh northwestern,3
2334,2334,combine,3
1374,1374,blend,3
346,346,actually valuable,3
2546,2546,complain,3
2364,2364,come just,3
3093,3093,daily,3
3091,3091,cycle,3
411,411,admission,3
19494,19494,work rich,3
18123,18123,trial work,3
18918,18918,want publish,3
3090,3090,cuz,3
877,877,ask need,3
1718,1718,career just,3
337,337,actually talk,3
19492,19492,work resident,3
415,415,adolescent,3
19527,19527,work time,3
817,817,arise,3
3134,3134,datum collection,3
18635,18635,ve talk number,3
18914,18914,want patient,3
19162,19162,week okay,3
891,891,ask question patient,3
331,331,actually run,3
3137,3137,datum epic,3
19187,19187,weren just,3
18511,18511,ve build,3
402,402,admin,3
348,348,actually want,3
1400,1400,blue,3
19797,19797,yeah talk,3
1788,1788,cdh cdh,3
19798,19798,yeah tell,3
3106,3106,data capture program,3
380,380,add value,3
18504,18504,ve audio glitch,3
18942,18942,want share,3
1398,1398,blow,3
19513,19513,work talk,3
18508,18508,ve big,3
1792,1792,cdh delnor lake,3
18940,18940,want service,3
18509,18509,ve bring,3
18503,18503,ve audio,3
19514,19514,work team,3
2562,2562,completion,3
18615,18615,ve sense,3
1767,1767,category think,3
356,356,actually yeah,3
18612,18612,ve run,3
397,397,additional question,3
19821,19821,yeah think just,3
19503,19503,work sort,3
19172,19172,weekend,3
1833,1833,cdh research,3
330,330,actually right,3
2849,2849,copy,3
19475,19475,work program,3
298,298,actually little,3
18160,18160,try ask,3
19154,19154,week actually,3
2807,2807,conversation ve,3
289,289,actually interested,3
19473,19473,work place,3
797,797,area ve,3
286,286,actually help,3
459,459,affiliated,3
923,923,aspect research,3
2380,2380,come okay,3
928,928,assess,3
18887,18887,want kind,3
19467,19467,work okay yeah,3
19854,19854,year ago think,3
2289,2289,cohort,3
1438,1438,bounce idea,3
1328,1328,biostatistics collaboration center,3
789,789,area know,3
19466,19466,work okay,3
1327,1327,biostatistics collaboration,3
19465,19465,work nucat,3
467,467,afraid,3
19464,19464,work northwestern,3
3061,3061,cure,3
1430,1430,boston,3
2595,2595,concerned,3
18910,18910,want participate,3
1736,1736,carve,3
1842,1842,cdh think,3
2584,2584,comprehensive,3
19161,19161,week month,3
18906,18906,want mention,3
1352,1352,bit nucat,3
18484,18484,vast majority,3
2308,2308,collaboration partnership,3
1423,1423,book,3
18483,18483,vast,3
2588,2588,concentrate,3
18901,18901,want mean,3
2589,2589,conception,3
18898,18898,want maybe,3
18643,18643,ve thinking,3
1347,1347,bit little,3
3141,3141,datum just,3
910,910,ask think,3
1346,1346,bit know,3
1345,1345,bit kind,3
2373,2373,come meeting,3
19478,19478,work progress,3
1344,1344,bit just,3
305,305,actually mean,3
2375,2375,come mind,3
448,448,advocacy,3
1245,1245,beneficial,3
1005,1005,audience,3
2348,2348,come don,3
665,665,anticipate,3
2114,2114,circle,3
18789,18789,want add,3
18786,18786,want able,3
2042,2042,chicago hospital,3
2991,2991,covid time,3
40,40,able kind,3
2742,2742,contribute think,3
705,705,appoint,3
18565,18565,ve learn,3
19034,19034,way begin,3
1526,1526,brother,3
2205,2205,clinical work know,3
585,585,alright talk,3
2917,2917,couple people,3
101,101,academic appointment,3
1637,1637,cancer patient,3
18705,18705,virtual,3
709,709,appointment don,3
2033,2033,chiamas,3
18413,18413,usual,3
19053,19053,way grant,3
2215,2215,clinician able,3
19391,19391,work data,3
19596,19596,wouldn want,3
18798,18798,want ask just,3
715,715,appointment just,3
560,560,allow people,3
1213,1213,begin know,3
18206,18206,try start,3
116,116,academic medical,3
36,36,able help,3
18793,18793,want apply,3
19346,19346,wondering,3
2504,2504,community know,3
19352,19352,word document,3
2716,2716,continue evolve,3
3274,3274,delnor cdh,3
18791,18791,want advantage,3
2918,2918,couple place,3
1611,1611,camera,3
18019,18019,trainer,3
19380,19380,work change,3
19954,19954,yes therese,3
19083,19083,way okay,3
681,681,app,3
2975,2975,covid know,3
2182,2182,clinical research recruitment,3
2923,2923,couple time,3
19372,19372,work bring,3
1546,1546,build program,3
605,605,amazing yeah,3
18223,18223,trying,3
60,60,able time,3
2725,2725,continue research,3
18224,18224,tube,3
19310,19310,woman,3
18544,18544,ve hear little,3
66,66,able work,3
2180,2180,clinical research help,3
18221,18221,try way,3
55,55,able sort,3
2184,2184,clinical research staff,3
2066,2066,child know,3
19302,19302,wise,3
1190,1190,beautiful,3
18422,18422,vaccine trial,3
49,49,able people,3
50,50,able pull,3
51,51,able recruit,3
18713,18713,visible,3
2070,2070,child okay,3
2682,2682,consortium,3
19042,19042,way course,3
2929,2929,couple year,3
2680,2680,consistent,3
2079,2079,children,3
19089,19089,way participate,3
19952,19952,yes thank,3
2688,2688,consult,3
19028,19028,way approach,3
19084,19084,way okay record,3
2955,2955,course think,3
2224,2224,clinician don,3
133,133,academician,3
18547,18547,ve hear redcap,3
1142,1142,basic science,3
19280,19280,willing participate tangentially,3
135,135,academy,3
19699,19699,yeah idea,3
11,11,ability lab,3
18731,18731,visit right,3
2225,2225,clinician educator,3
1222,1222,beginning,3
1132,1132,base medicine,3
1997,1997,change people,3
2507,2507,community lurie,3
2709,2709,context,3
19928,19928,yes mean,3
2014,2014,chat,3
154,154,access don,3
19701,19701,yeah important,3
2900,2900,county,3
18195,18195,try push,3
19593,19593,wouldn mind,3
144,144,accelerator community healthcare,3
18198,18198,try say,3
19634,19634,ya,3
18579,18579,ve meeting,3
18196,18196,try research,3
148,148,access access,3
1502,1502,bringing,3
17,17,able access,3
145,145,accept,3
1134,1134,base research,3
19269,19269,wildly,3
158,158,access faculty,3
18052,18052,translational research,3
2150,2150,clinical care,3
2161,2161,clinical investigation,3
719,719,appointment northwestern university,3
2015,2015,chawla,3
19652,19652,yeah ahead,3
2426,2426,comfort,3
1138,1138,base work,3
634,634,analyze,3
18552,18552,ve interested,3
2162,2162,clinical job,3
19060,19060,way kind,3
18813,18813,want clinical,3
718,718,appointment northwestern,3
2657,2657,connector,3
19340,19340,wonderful know,3
128,128,academic track,3
19694,19694,yeah health clinician,3
2894,2894,count,3
1574,1574,burn desire,2
19160,19160,week maybe,2
1425,1425,boot ground,2
1555,1555,build research,2
14880,14880,say didn know,2
14839,14839,sample people,2
8201,8201,know child,2
1424,1424,boot,2
19159,19159,week know,2
14883,14883,say don think,2
15061,15061,scholarship think,2
8550,8550,know similar,2
19080,19080,way nee,2
8273,8273,know fascinating,2
19156,19156,week ago,2
8555,8555,know site,2
14844,14844,sanjiv,2
8634,8634,know vascular,2
1578,1578,busy know,2
14841,14841,sample talk,2
15054,15054,scholar know,2
8557,8557,know slide,2
1549,1549,build relationship,2
8552,8552,know single,2
15056,15056,scholarly activity,2
8205,8205,know close,2
8202,8202,know christine,2
14888,14888,say faculty,2
1402,1402,blue cross blue,2
14885,14885,say example,2
8206,8206,know collaboration,2
8204,8204,know clinical work,2
8234,8234,know don need,2
8253,8253,know entity,2
8593,8593,know teach people,2
8597,8597,know theresa,2
19169,19169,week want,2
8601,8601,know therese yeah,2
1573,1573,burn,2
1409,1409,blume cardiovascular institute,2
14851,14851,sarah medea,2
8624,8624,know turn,2
8548,8548,know share,2
8604,8604,know think research,2
1408,1408,blume cardiovascular,2
8607,8607,know think understand,2
8213,8213,know community hospital,2
1571,1571,bunch word,2
8608,8608,know think ve,2
8222,8222,know covid,2
8221,8221,know course,2
14861,14861,say actually,2
15084,15084,science just kind,2
8220,8220,know couple,2
1572,1572,burden,2
8611,8611,know thought,2
14853,14853,satellite,2
8620,8620,know trial,2
1407,1407,blume,2
8217,8217,know continue,2
8596,8596,know tell people,2
8592,8592,know teach,2
15067,15067,school okay,2
8211,8211,know common,2
1559,1559,building bridge,2
15074,15074,science award,2
8240,8240,know draw,2
14878,14878,say definitely,2
8575,8575,know stuff,2
8576,8576,know successful,2
14845,14845,sanjiv shaw,2
14846,14846,sara,2
19075,19075,way megan,2
19073,19073,way maybe,2
8577,8577,know suddenly,2
1567,1567,bunch people,2
8232,8232,know don access,2
14877,14877,say datum,2
8230,8230,know didn,2
1403,1403,blue shield,2
14875,14875,say course,2
1569,1569,bunch question,2
8228,8228,know dedicated,2
14849,14849,sarah mahdia,2
14870,14870,say close,2
8209,8209,know come just,2
19166,19166,week project,2
8227,8227,know datum,2
14850,14850,sarah mahdia cdh,2
1570,1570,bunch research,2
14985,14985,say screen look,2
8277,8277,know fellowship,2
8452,8452,know number,2
14959,14959,say patient,2
14958,14958,say partner,2
14957,14957,say pa student,2
19109,19109,way say,2
14956,14956,say pa,2
8440,8440,know new,2
8351,8351,know just ve,2
19130,19130,way want,2
8350,8350,know just think,2
14949,14949,say new,2
8448,8448,know nu,2
19133,19133,way work,2
8450,8450,know nucat service,2
19134,19134,way work grant,2
19135,19135,way yeah,2
14935,14935,say mean,2
8460,8460,know participate,2
1463,1463,breakdown,2
8347,8347,know just know,2
1512,1512,broad question,2
14940,14940,say money,2
14939,14939,say mm hmm,2
15011,15011,say word,2
8344,8344,know just don,2
14938,14938,say mm,2
1513,1513,broad sense,2
14937,14937,say mix,2
8342,8342,know jeff mention,2
19139,19139,wayside,2
8341,8341,know jeff loughead,2
8353,8353,know karen,2
8356,8356,know keith,2
15006,15006,say want research,2
8433,8433,know nee,2
8389,8389,know long,2
14986,14986,say service,2
8387,8387,know location,2
14984,14984,say screen,2
14980,14980,say running,2
1495,1495,bring people want,2
14991,14991,say susanna,2
1490,1490,bring new,2
1499,1499,bring think,2
19121,19121,way talk,2
8400,8400,know lurie,2
8378,8378,know level,2
8407,8407,know mean mm,2
8409,8409,know meaningful,2
14993,14993,say theme,2
14973,14973,say project,2
8411,8411,know measure,2
1501,1501,bring ve,2
14996,14996,say therese,2
8413,8413,know medical director,2
8369,8369,know lab,2
14972,14972,say pretty,2
8419,8419,know mentor,2
8420,8420,know mind,2
8368,8368,know know work,2
1506,1506,broad community,2
19112,19112,way set,2
1477,1477,bring chicago,2
1476,1476,bring academic,2
8337,8337,know involve,2
8474,8474,know people know,2
15046,15046,scheduling,2
8294,8294,know haven,2
8501,8501,know pull,2
19141,19141,wealth,2
8505,8505,know question,2
19144,19144,wear mask,2
8300,8300,know hear,2
8511,8511,know redcap,2
8515,8515,know regional,2
8299,8299,know health clinician,2
1492,1492,bring partner,2
8520,8520,know researcher,2
8521,8521,know resident,2
14909,14909,say hey ve,2
19092,19092,way partner,2
8524,8524,know result,2
8291,8291,know half,2
15015,15015,say year,2
14907,14907,say helpful,2
1541,1541,build foundation,2
14905,14905,say health,2
8286,8286,know good way,2
14904,14904,say haven,2
1544,1544,build infrastructure,2
8282,8282,know funding,2
8532,8532,know right just,2
8533,8533,know right person,2
14903,14903,say handful,2
8535,8535,know rvu,2
14901,14901,say guess,2
14898,14898,say grant,2
8279,8279,know focus,2
8302,8302,know help,2
8500,8500,know publish,2
14923,14923,say know think,2
8497,8497,know pron,2
15016,15016,say year ago,2
1519,1519,broad think,2
19099,19099,way reach,2
15021,15021,scale actually,2
8475,8475,know people loss,2
14934,14934,say maybe,2
14932,14932,say make,2
15023,15023,scale just,2
8480,8480,know people yeah,2
15026,15026,scanner,2
15030,15030,scarce look,2
8483,8483,know person child,2
19140,19140,weakness,2
15031,15031,scarce resource,2
1453,1453,brain talk,2
8487,8487,know point,2
8488,8488,know pretty,2
8489,8489,know primary,2
15032,15032,scare,2
1527,1527,bucket,2
8490,8490,know priority,2
15034,15034,scatter,2
1534,1534,build bridge,2
8492,8492,know private,2
8493,8493,know process,2
14924,14924,say know turn,2
8306,8306,know hold,2
1452,1452,brain injury,2
1535,1535,build check,2
19148,19148,wednesday,2
8778,8778,latino,2
1401,1401,blue cross,2
9157,9157,location hospital,2
14544,14544,right lab,2
14545,14545,right learn,2
14546,14546,right let,2
1215,1215,begin realize,2
14549,14549,right link,2
1216,1216,begin right,2
14550,14550,right list,2
14551,14551,right little,2
14552,14552,right little bit,2
14553,14553,right look,2
19282,19282,willing support,2
19281,19281,willing run,2
1220,1220,begin think,2
1224,1224,behavior,2
19276,19276,willing just,2
9118,9118,live downtown streeterville,2
9117,9117,live downtown,2
1232,1232,believe don,2
9110,9110,little teeny tiny,2
14542,14542,right know people,2
9159,9159,location just,2
14577,14577,right obviously,2
9161,9161,location know,2
14514,14514,right gosh,2
14515,14515,right grant,2
14517,14517,right great,2
19292,19292,win necessarily,2
14520,14520,right haven,2
9182,9182,log,2
9181,9181,location want,2
14522,14522,right head say,2
19290,19290,win just,2
9177,9177,location try,2
1205,1205,bedside,2
14525,14525,right interested,2
9174,9174,location think,2
14528,14528,right irb,2
19286,19286,willingness,2
14533,14533,right just try,2
14534,14534,right karen,2
14535,14535,right keith,2
1212,1212,begin helpful,2
9109,9109,little teeny,2
14583,14583,right people interested,2
8643,8643,know ve read,2
9058,9058,little bit ask,2
19258,19258,wide group,2
9052,9052,literally,2
14607,14607,right sort,2
9043,9043,list support,2
1259,1259,bent,2
14614,14614,right susanna,2
14617,14617,right team,2
1262,1262,bet,2
14618,14618,right tell,2
14625,14625,right therese okay,2
9024,9024,limited service,2
14629,14629,right think think,2
9021,9021,limited don,2
9020,9020,limited bandwidth,2
1267,1267,big box,2
9016,9016,limit kind,2
1270,1270,big datum,2
1271,1271,big focus,2
9012,9012,likert scale,2
9056,9056,little big,2
14605,14605,right set,2
19268,19268,wife,2
19262,19262,widen,2
9098,9098,little piece,2
9097,9097,little people,2
14587,14587,right place,2
9094,9094,little loosey goosey,2
9093,9093,little loosey,2
9092,9092,little know,2
14589,14589,right program,2
14590,14590,right project,2
14591,14591,right project right,2
14592,14592,right protect,2
14593,14593,right protect time,2
9083,9083,little chart,2
9078,9078,little bit work,2
9077,9077,little bit ve,2
9076,9076,little bit tough,2
1241,1241,belt,2
9070,9070,little bit reach,2
9066,9066,little bit mean,2
9065,9065,little bit little,2
9191,9191,long correct,2
9192,9192,long just,2
14513,14513,right goal,2
14426,14426,rich keith,2
1157,1157,basically wasn,2
9339,9339,loss smell,2
14430,14430,rich know,2
14437,14437,rich maybe,2
9325,9325,loosey goosey,2
9324,9324,loosey,2
19323,19323,wonder talk,2
9306,9306,look want,2
9305,9305,look ve hear,2
14450,14450,rich rich,2
14452,14452,rich right,2
1167,1167,bauer,2
9299,9299,look think,2
9298,9298,look therese,2
14455,14455,rich say,2
9292,9292,look study,2
9291,9291,look start,2
9287,9287,look site,2
9283,9283,look service service,2
1156,1156,basically time,2
9346,9346,loughead group,2
